序號,抽籤日期,證券名稱,證券代號,發行市場,申購開始日,申購結束日,承銷股數,實際承銷股數,承銷價(元),實際承銷價(元),撥券日期(上市、上櫃日期),主辦券商,申購股數,總承銷金額(元),總合格件,中籤率(%),取消公開抽籤 
617,111/10/17,精確,3162,上櫃增資,111/10/11,111/10/13,"1,700,000","1,700,000",42,42,111/10/25,國票,"1,000","71,400,000","12,795",13.28,
618,111/10/12,藥華藥,6446,上櫃增資,111/10/05,111/10/07,"1,420,000","1,420,000",408,408,111/10/20,元大,"1,000","579,360,000","104,150",1.36,
619,111/10/11,亞元,6109,上櫃增資,111/10/04,111/10/06,"1,020,000","1,020,000",12,12,111/10/19,元富,"1,000","12,240,000","60,469",1.68,
620,111/10/07,廷鑫,2358,上市增資,111/10/03,111/10/05,"1,020,000","1,020,000",13.5,13.5,111/10/18,合庫,"1,000","13,770,000","58,530",1.74,
621,111/10/03,匯僑,2904,上市增資,111/09/27,111/09/29,"792,000","792,000",17,17,111/10/12,元富,"1,000","13,464,000","38,110",2.07,
622,111/09/30,數泓科,6855,初上櫃,111/09/26,111/09/28,"392,000","392,000",76,76,111/10/06,台新,"1,000","29,792,000","96,673",0.4,
623,111/09/30,遠東銀,2845,上市增資,111/09/26,111/09/28,"42,520,000","42,520,000",9.62,9.62,111/10/11,凱基,"5,000","409,042,400","136,320",6.23,
624,111/09/29,君帆,4584,初上櫃,111/09/23,111/09/27,"560,000","560,000",40.57,40.57,111/10/05,凱基,"1,000","22,719,200","114,077",0.49,
625,111/09/26,潤泰全,2915,上市增資,111/09/20,111/09/22,"31,450,000","31,450,000",50,50,111/10/04,群益金鼎,"1,000","1,572,500,000","33,900",92.77,
626,111/09/16,鑫龍騰,3188,上櫃增資,111/09/12,111/09/14,"5,100,000","5,100,000",10,10,111/09/26,福邦,"2,000","51,000,000","104,366",2.44,
627,111/09/16,和潤企業甲特,6592A,上市增資,111/09/12,111/09/14,"4,750,000","4,750,000",100,100,111/09/26,台新,"1,000","475,000,000","8,661",54.84,
628,111/09/13,精剛,1584,上櫃增資,111/09/06,111/09/08,"2,550,000","2,550,000",18,18,111/09/21,兆豐,"1,000","45,900,000","21,959",11.61,
629,111/09/12,凱鈺,5468,上櫃增資,111/09/05,111/09/07,"680,000","680,000",18,18,111/09/20,台新,"1,000","12,240,000","81,952",0.82,
630,111/09/08,碩禾,3691,上櫃增資,111/09/02,111/09/06,"1,360,000","1,360,000",115,115,111/09/19,宏遠,"1,000","156,400,000","125,648",1.08,
631,111/09/06,立積,4968,上市增資,111/08/31,111/09/02,"145,000","145,000",105,105,111/09/15,台新,"1,000","15,225,000","104,815",0.13,
632,111/09/06,伊雲谷,6689,初上市,111/08/31,111/09/02,"1,760,000","1,760,000",112,112,111/09/13,台新,"1,000","197,120,000","180,901",0.97,
633,111/09/06,動力-KY,6591,第一上市公司現金增資,111/08/31,111/09/02,"170,000","170,000",36,36,111/09/15,康和,"1,000","6,120,000","97,414",0.17,
634,111/09/05,信紘科,6667,上櫃增資,111/08/30,111/09/01,"425,000","425,000",48,48,111/09/14,台新,"1,000","20,400,000","195,914",0.21,
635,111/09/05,材料-KY,4763,第一上市公司現金增資,111/08/30,111/09/01,"256,000","256,000",100,100,111/09/14,富邦,"1,000","25,600,000","112,237",0.22,
636,111/09/02,奇鈦科,3430,初上櫃,111/08/29,111/08/31,"776,000","776,000",42,42,111/09/08,中國信託,"1,000","32,592,000","166,859",0.46,
637,111/08/29,正德,2641,上櫃增資,111/08/23,111/08/25,"4,250,000","4,250,000",18.28,18.28,111/09/06,台中銀,"1,000","77,690,000","58,250",7.29,
638,111/08/26,天宇,8171,上櫃增資,111/08/22,111/08/24,"680,000","680,000",30,30,111/09/05,福邦,"1,000","20,400,000","117,298",0.57,
639,111/08/26,天二科技,6834,初上市,111/08/22,111/08/24,"1,519,000","1,519,000",26.95,26.95,111/09/01,台新,"1,000","40,937,050","96,569",1.57,
640,111/08/25,汎銓,6830,初上市,111/08/19,111/08/23,"1,135,000","1,135,000",100,100,111/08/31,台新,"1,000","113,500,000","178,544",0.63,
641,111/08/25,上銀,2049,上市增資,111/08/19,111/08/23,"1,105,000","1,105,000",160,160,111/09/02,永豐金,"1,000","176,800,000","267,672",0.41,
642,111/08/23,茂迪,6244,上櫃增資,111/08/17,111/08/19,"2,720,000","2,720,000",22.5,22.5,111/08/31,宏遠,"1,000","61,200,000","169,813",1.6,
643,111/08/23,裕融,9941,上市增資,111/08/17,111/08/19,"4,250,000","4,250,000",150,150,111/08/31,凱基,"1,000","637,500,000","183,722",2.31,
644,111/08/19,岳豐,6220,上櫃增資,111/08/15,111/08/17,"638,000","638,000",20,20,111/08/29,凱基,"1,000","12,760,000","181,273",0.35,
645,111/08/16,怡利電,2497,上市增資,111/08/10,111/08/12,"340,000","340,000",60,60,111/08/24,國票,"1,000","20,400,000","77,132",0.44,
646,111/08/15,普鴻,6590,上櫃增資,111/08/09,111/08/11,"255,000","255,000",50,50,111/08/23,日盛,"1,000","12,750,000","16,919",1.5,
647,111/08/15,中探針,6217,上櫃增資,111/08/09,111/08/11,"1,445,000","1,445,000",39.3,39.3,111/08/23,元富,"1,000","56,788,500","267,663",0.53,
648,111/08/12,久陽,5011,上櫃增資,111/08/08,111/08/10,"850,000","850,000",26,26,111/08/22,兆豐,"1,000","22,100,000","11,662",7.28,
649,111/08/11,連展投控,3710,上櫃增資,111/08/05,111/08/09,"4,250,000","4,250,000",11,11,111/08/19,台中銀,"1,000","46,750,000","78,512",5.41,
650,111/08/10,醣聯,4168,上櫃增資,111/08/04,111/08/08,"383,000","383,000",23,23,111/08/18,台新,"1,000","8,809,000","51,900",0.73,
651,111/08/08,燿華,2367,上市增資,111/08/02,111/08/04,"4,250,000","4,250,000",14,14,111/08/16,臺銀證券,"1,000","59,500,000","79,534",5.34,
652,111/08/08,全達,8068,上櫃增資,111/08/02,111/08/04,"680,000","680,000",22,22,111/08/16,台中銀,"1,000","14,960,000","130,506",0.52,
653,111/08/08,弘憶股,3312,上市增資,111/08/02,111/08/04,"2,128,000","2,128,000",17,17,111/08/16,凱基,"1,000","36,176,000","19,745",10.77,
654,111/08/05,華新,1605,上市增資,111/08/01,111/08/03,"25,500,000","25,500,000",30,30,111/08/15,台新,"1,000","765,000,000","82,655",30.85,
655,111/08/03,宏碁資訊,6811,初上櫃,111/07/28,111/08/01,"950,000","950,000",110,110,111/08/09,台新,"1,000","104,500,000","188,021",0.5,
656,111/07/27,虹堡,5258,上市增資,111/07/21,111/07/25,"850,000","850,000",45,45,111/08/04,台新,"1,000","38,250,000","154,683",0.54,
657,111/07/21,總太,3056,上市增資,111/07/15,111/07/19,"2,635,000","2,635,000",23.5,23.5,111/07/29,合庫,"1,000","61,922,500","46,775",5.63,
658,111/07/18,晶焱,6411,上櫃增資,111/07/12,111/07/14,"425,000","425,000",112,112,111/07/26,康和,"1,000","47,600,000",684,62.13,
659,111/07/18,台新金己特,2887Z1,上市增資,111/07/12,111/07/14,"28,500,000","28,500,000",17.65,17.65,111/07/26,凱基,"3,000","503,025,000","2,819",100,
660,111/07/15,維田,6570,上櫃增資,111/07/11,111/07/13,"255,000","255,000",33,33,111/07/25,中國信託,"1,000","8,415,000","44,583",0.57,
661,111/07/13,南仁湖,5905,上櫃增資,111/07/07,111/07/11,"5,100,000","5,100,000",10.8,10.8,111/07/21,統一,"1,000","55,080,000","12,687",40.19,
662,111/07/08,元晶,6443,上市增資,111/07/04,111/07/06,"2,593,000","2,593,000",26.5,26.5,111/07/18,元大,"1,000","68,714,500","111,769",2.31,
663,111/07/04,耀勝,3207,上櫃增資,111/06/28,111/06/30,"850,000","850,000",22,22,111/07/12,統一,"1,000","18,700,000","94,660",0.89,
664,111/06/28,高端疫苗,6547,上櫃增資,111/06/22,111/06/24,"665,000","665,000",220,220,111/07/06,富邦,"1,000","146,300,000","2,422",27.45,
665,111/06/27,沛波,6248,上櫃增資,111/06/21,111/06/23,"1,275,000","1,275,000",20,20,111/07/05,兆豐,"1,000","25,500,000","1,812",70.36,
666,111/06/24,采鈺,6789,初上市,111/06/20,111/06/22,"3,700,000","3,700,000",290,290,111/06/30,元大,"1,000","1,073,000,000","184,464",2,
667,111/06/24,濾能,6823,初上櫃,111/06/20,111/06/22,"501,000","501,000",98.6,98.6,111/06/30,永豐金,"1,000","49,398,600","54,705",0.91,
668,111/06/22,亞昕,5213,上櫃增資,111/06/16,111/06/20,"4,180,000","4,180,000",23.5,23.5,111/06/30,台中銀,"1,000","98,230,000","1,634",100,
669,111/06/17,安碁資訊,6690,上櫃增資,111/06/13,111/06/15,"425,000","425,000",96,96,111/06/27,台新,"1,000","40,800,000","29,531",1.43,
670,111/06/09,嘉晶,3016,上市增資,111/06/02,111/06/07,"281,000","281,000",82,82,111/06/17,凱基,"1,000","23,042,000","143,741",0.19,
671,111/06/08,達航,4577,初上櫃,111/06/01,111/06/06,"1,487,000","1,487,000",32,32,111/06/14,康和,"1,000","47,584,000","98,626",1.5,
672,111/06/06,漢磊,3707,上櫃增資,111/05/30,111/06/01,"187,000","187,000",95,95,111/06/14,凱基,"1,000","17,765,000","155,830",0.12,
673,111/05/30,北極星藥業-KY,6550,第一上市公司初上市,111/05/24,111/05/26,"3,450,000","3,450,000",82,82,111/06/06,國泰,"1,000","282,900,000","131,289",2.62,
674,111/05/26,晉弘,6796,初上市,111/05/20,111/05/24,"627,000","627,000",46,46,111/06/01,中國信託,"1,000","28,842,000","114,280",0.54,
675,111/05/26,榮星,1617,上市增資,111/05/20,111/05/24,"1,148,000","1,148,000",15,15,111/06/06,台新,"1,000","17,220,000","19,750",5.81,
676,111/05/18,正達,3149,上市增資,111/05/12,111/05/16,"1,445,000","1,445,000",20,20,111/05/26,元富,"1,000","28,900,000","30,224",4.78,
677,111/05/18,正基,6546,初上櫃,111/05/12,111/05/16,"1,119,000","1,119,000",96,96,111/05/24,凱基,"1,000","107,424,000","76,413",1.46,
678,111/05/16,鼎基,6585,初上市,111/05/10,111/05/12,"1,535,000","1,535,000",60.79,60.79,111/05/20,第一金,"1,000","93,312,650","71,769",2.13,
679,111/05/16,鈺鎧,5228,初上櫃,111/05/10,111/05/12,"861,000","861,000",20,20,111/05/20,永豐金,"1,000","17,220,000","68,039",1.26,
680,111/05/10,立凱-KY,5227,第一上櫃公司現金增資,111/05/04,111/05/06,"850,000","850,000",60,60,111/05/18,康和,"1,000","51,000,000","36,884",2.3,
681,111/05/06,來頡,6799,初上市,111/04/29,111/05/04,"1,023,000","1,023,000",139,139,111/05/12,元大,"1,000","142,197,000","71,053",1.43,
682,111/05/05,森崴能源,6806,上市增資,111/04/28,111/05/03,"4,250,000","4,250,000",88,88,111/05/13,福邦,"1,000","374,000,000","177,526",2.39,
683,111/05/03,台灣精銳,4583,初上市,111/04/26,111/04/28,"1,403,000","1,403,000",200,200,111/05/09,兆豐,"1,000","280,600,000","112,235",1.25,
684,111/04/25,信實,6721,初上櫃,111/04/19,111/04/21,"600,000","600,000",58,58,111/04/29,第一金,"1,000","34,800,000","113,267",0.52,
685,111/04/25,美達科技,6735,初上櫃,111/04/19,111/04/21,"848,000","848,000",83,83,111/04/29,群益金鼎,"1,000","70,384,000","128,588",0.65,
686,111/04/19,峰源-KY,6807,第一上市公司初上市,111/04/13,111/04/15,"1,720,000","1,720,000",40,40,111/04/25,永豐金,"1,000","68,800,000","44,981",3.82,
687,111/04/07,晶呈科技,4768,初上櫃,111/03/30,111/04/01,"767,000","767,000",86.8,86.8,111/04/13,國票,"1,000","66,575,600","218,843",0.35,
688,111/04/06,新潤,6186,上櫃增資,111/03/29,111/03/31,"1,145,000","1,145,000",24.5,24.5,111/04/14,合庫,"1,000","28,052,500","67,724",1.69,
689,111/03/31,捷流閥業,4580,上櫃增資,111/03/25,111/03/29,"340,000","340,000",84,84,111/04/12,元大,"1,000","28,560,000","42,912",0.79,
690,111/03/29,慧友,5484,上市增資,111/03/23,111/03/25,"1,139,000","1,139,000",14,14,111/04/08,台新,"1,000","15,946,000","11,172",10.19,
691,111/03/29,醫揚,6569,上櫃增資,111/03/23,111/03/25,"255,000","255,000",88,88,111/04/08,台新,"1,000","22,440,000","102,708",0.24,
692,111/03/29,麗清科技,3346,上市增資,111/03/23,111/03/25,"850,000","850,000",33,33,111/04/08,群益金鼎,"1,000","28,050,000","65,536",1.29,
693,111/03/28,西勝,3625,上櫃增資,111/03/22,111/03/24,"1,360,000","1,360,000",20,20,111/04/07,台中銀,"1,000","27,200,000","35,948",3.78,
694,111/03/25,明係,6804,初上櫃,111/03/21,111/03/23,"561,000","561,000",40,40,111/03/31,兆豐,"1,000","22,440,000","242,239",0.23,
695,111/03/22,浩鼎,4174,上櫃增資,111/03/16,111/03/18,"2,550,000","2,550,000",105,105,111/03/30,元富,"1,000","267,750,000","15,026",16.97,
696,111/03/17,寶德,3349,初上櫃,111/03/11,111/03/15,"1,348,000","1,348,000",18.88,18.88,111/03/23,日盛,"1,000","25,450,240","105,530",1.27,
697,111/03/16,三商壽,2867,上市增資,111/03/10,111/03/14,"38,700,000","38,700,000",8.2,8.2,111/03/24,國泰,"2,000","317,340,000","14,001",100,
698,111/03/11,寶緯,4558,初上櫃,111/03/07,111/03/09,"1,203,000","1,203,000",40,40,111/03/17,日盛,"1,000","48,120,000","231,091",0.52,
699,111/03/09,綠界科技,6763,初上櫃,111/03/03,111/03/07,"663,000","663,000",760,760,111/03/15,元富,"1,000","503,880,000","162,951",0.4,
700,111/03/08,力士,4923,初上櫃,111/03/02,111/03/04,"666,000","666,000",61.88,61.88,111/03/14,宏遠,"1,000","41,212,080","230,829",0.28,
701,111/03/07,昶昕,8438,初上市,111/03/01,111/03/03,"1,715,000","1,715,000",40,40,111/03/11,中國信託,"1,000","68,600,000","261,859",0.65,
702,111/03/07,千附精密,6829,初上櫃,111/03/01,111/03/03,"1,599,000","1,599,000",66,66,111/03/11,元大,"1,000","105,534,000","236,859",0.67,
703,111/03/03,智聯服務,6751,上櫃增資,111/02/24,111/03/01,"627,000","627,000",45,45,111/03/11,福邦,"1,000","28,215,000","22,025",2.84,
704,111/03/03,台揚,2314,上市增資,111/02/24,111/03/01,"850,000","850,000",52,52,111/03/11,台新,"1,000","44,200,000","50,163",1.69,
705,111/02/24,至上甲特,8112A,上市增資,111/02/18,111/02/22,"2,700,000","2,700,000",45,45,111/03/07,永豐金,"1,000","121,500,000","12,990",20.78,
706,111/02/22,嘉基,6715,上市增資,111/02/16,111/02/18,"298,000","298,000",95,95,111/03/03,中國信託,"1,000","28,310,000","178,017",0.16,
707,111/02/22,廣閎科,6693,初上櫃,111/02/16,111/02/18,"964,000","964,000",116,116,111/03/01,兆豐,"1,000","111,824,000","233,858",0.41,
708,111/02/22,建新國際,8367,上市增資,111/02/16,111/02/18,"561,000","561,000",42.5,42.5,111/03/03,凱基,"1,000","23,842,500","152,850",0.36,
709,111/02/21,國碩,2406,上市增資,111/02/15,111/02/17,"5,850,000","5,850,000",25,25,111/03/02,統一,"2,000","146,250,000","6,526",44.82,
710,111/02/11,台生材,6649,上櫃增資,111/02/07,111/02/09,"765,000","765,000",21.2,21.2,111/02/21,華南永昌,"1,000","16,218,000","46,506",1.64,
711,111/01/17,達邦蛋白,6578,上櫃增資,111/01/11,111/01/13,"532,000","532,000",16,16,111/01/25,兆豐,"1,000","8,512,000","45,982",1.15,
712,111/01/13,弘凱,5244,初上市,111/01/07,111/01/11,"1,459,000","1,459,000",41,41,111/01/19,宏遠,"1,000","59,819,000","333,937",0.43,
713,111/01/10,聯發國際,2756,初上櫃,111/01/04,111/01/06,"262,000","262,000",78.8,78.8,111/01/14,凱基,"1,000","20,645,600","478,061",0.05,
714,111/01/07,力智,6719,初上市,111/01/03,111/01/05,"2,220,000","2,220,000",589,589,111/01/13,福邦,"1,000","1,307,580,000","466,082",0.47,
715,111/01/07,建錩,5014,上櫃增資,111/01/03,111/01/05,"1,700,000","1,700,000",19,19,111/01/17,凱基,"1,000","32,300,000","82,944",2.04,
716,111/01/03,瑞鼎,3592,初上市,110/12/27,110/12/29,"1,517,000","1,517,000",308,308,111/01/07,凱基,"1,000","467,236,000","657,083",0.23,
717,110/12/27,樺漢,6414,上市增資,110/12/21,110/12/23,"425,000","425,000",195,195,111/01/05,國票,"1,000","82,875,000","141,717",0.29,
718,110/12/27,洋基工程,6691,初上市,110/12/21,110/12/23,"1,458,000","1,458,000",180,180,111/01/03,富邦,"1,000","262,440,000","352,438",0.41,
719,110/12/27,四維航,5608,上市增資,110/12/21,110/12/23,"4,250,000","4,250,000",32.8,32.8,111/01/05,永豐金,"1,000","139,400,000","485,940",0.87,
720,110/12/24,科嶠,4542,上櫃增資,110/12/20,110/12/22,"360,000","360,000",25.7,25.7,111/01/04,日盛,"1,000","9,252,000","21,385",1.68,
721,110/12/22,穎漢,4562,上市增資,110/12/16,110/12/20,"1,700,000","1,700,000",15,15,110/12/30,台新,"1,000","25,500,000","80,203",2.11,
722,110/12/17,台境,8476,上櫃增資,110/12/13,110/12/15,"850,000","850,000",50,50,110/12/27,台新,"1,000","42,500,000","117,586",0.72,
723,110/12/17,台中銀,2812,上市增資,110/12/13,110/12/15,"17,000,000","17,000,000",11.15,11.15,110/12/27,凱基,"5,000","189,550,000","171,129",1.98,
724,110/12/16,中石化,1314,上市增資,110/12/10,110/12/14,"43,000,000","43,000,000",11.75,11.75,110/12/24,統一,"5,000","505,250,000","101,938",8.43,
725,110/12/16,大魯閣,1432,上市增資,110/12/10,110/12/14,"1,275,000","1,275,000",11,11,110/12/24,元富,"1,000","14,025,000","67,025",1.9,
726,110/12/16,零壹,3029,上市增資,110/12/10,110/12/14,"2,125,000","2,125,000",40,40,110/12/24,凱基,"1,000","85,000,000","67,732",3.13,
727,110/12/16,上品,4770,初上市,110/12/10,110/12/14,"1,970,000","1,970,000",166,166,110/12/22,元大,"1,000","327,020,000","424,412",0.46,
728,110/12/14,順藥,6535,上櫃增資,110/12/08,110/12/10,"935,000","935,000",30,30,110/12/22,元富,"1,000","28,050,000","186,394",0.5,
729,110/12/13,宏致,3605,上市增資,110/12/07,110/12/09,"1,020,000","1,020,000",40,40,110/12/21,元大,"1,000","40,800,000","215,178",0.47,
730,110/12/08,北基,8927,上櫃增資,110/12/02,110/12/06,"3,400,000","3,400,000",25,25,110/12/16,合庫,"1,000","85,000,000","238,679",1.42,
731,110/12/08,華盈,3520,上櫃增資,110/12/02,110/12/06,"1,700,000","1,700,000",12.8,12.8,110/12/16,統一,"1,000","21,760,000","42,188",4.02,
732,110/12/08,雲品,2748,上市增資,110/12/02,110/12/06,"1,275,000","1,275,000",34,34,110/12/16,元大,"1,000","43,350,000","169,775",0.75,
733,110/12/03,生泰,1777,上櫃增資,110/11/29,110/12/01,"850,000","850,000",60,60,110/12/13,元富,"1,000","51,000,000","69,695",1.21,
734,110/12/02,詠業,6792,初上市,110/11/26,110/11/30,"838,000","838,000",98,98,110/12/08,群益金鼎,"1,000","82,124,000","519,188",0.16,
735,110/12/02,漢來美食,1268,上櫃增資,110/11/26,110/11/30,"425,000","425,000",100,100,110/12/10,凱基,"1,000","42,500,000","120,244",0.35,
736,110/11/30,特昇-KY,6616,第一上櫃公司現金增資,110/11/24,110/11/26,"425,000","425,000",16.25,16.25,110/12/08,第一金,"1,000","6,906,250","143,266",0.29,
737,110/11/30,益得,6461,上櫃增資,110/11/24,110/11/26,"1,275,000","1,275,000",20,20,110/12/08,元富,"1,000","25,500,000","30,605",4.16,
738,110/11/30,力積電,6770,初上市,110/11/24,110/11/26,"32,100,000","32,100,000",49.88,49.88,110/12/06,元大,"1,000","1,601,148,000","1,001,022",3.2,
739,110/11/24,三商家購,2945,初上市,110/11/18,110/11/22,"1,450,000","1,450,000",69,69,110/11/30,元大,"1,000","100,050,000","336,808",0.43,
740,110/11/22,三地開發,1438,上市增資,110/11/16,110/11/18,"1,800,000","1,800,000",26,26,110/11/30,土銀,"1,000","46,800,000","216,152",0.83,
741,110/11/19,精聯,3652,上櫃增資,110/11/15,110/11/17,"2,380,000","2,380,000",21,21,110/11/29,凱基,"1,000","49,980,000","111,316",2.13,
742,110/11/19,鈞興-KY,4571,第一上市公司現金增資,110/11/15,110/11/17,"425,000","425,000",77,77,110/11/29,永豐金,"1,000","32,725,000","174,149",0.24,
743,110/11/18,鑫創,3259,上櫃增資,110/11/12,110/11/16,"900,000","900,000",27.2,27.2,110/11/26,元富,"1,000","24,480,000","63,831",1.4,
744,110/11/15,大亞,1609,上市增資,110/11/09,110/11/11,"2,550,000","2,550,000",21,21,110/11/23,凱基,"1,000","53,550,000","264,245",0.96,
745,110/11/11,星寶國際,6130,上櫃增資,110/11/05,110/11/09,"720,000","720,000",19,19,110/11/19,統一,"1,000","13,680,000","239,546",0.3,
746,110/11/10,康普,4739,上市增資,110/11/04,110/11/08,"340,000","340,000",90,90,110/11/18,福邦,"1,000","30,600,000","330,438",0.1,
747,110/11/09,森崴能源,6806,初上市,110/11/03,110/11/05,"4,455,000","4,455,000",104.4,104.4,110/11/15,福邦,"1,000","465,102,000","209,437",2.12,
748,110/11/02,穩得,6761,初上櫃,110/10/27,110/10/29,"368,000","368,000",68,68,110/11/08,永豐金,"1,000","25,024,000","365,414",0.1,
749,110/10/27,聯合再生,3576,上市增資,110/10/21,110/10/25,"10,200,000","10,200,000",16.6,16.6,110/11/04,凱基,"2,000","169,320,000","306,238",1.66,
750,110/10/22,紘康,6457,上櫃增資,110/10/18,110/10/20,"180,000","180,000",125,125,110/11/01,宏遠,"1,000","22,500,000","118,079",0.15,
751,110/10/22,運錩,2069,上市增資,110/10/18,110/10/20,"850,000","850,000",28,28,110/11/01,台新,"1,000","23,800,000","47,566",1.78,
752,110/10/21,富邦金,2881,上市增資,110/10/15,110/10/19,"49,320,000","49,320,000",58.9,58.9,110/10/29,台新,"1,000","2,904,948,000","547,429",9,
753,110/10/21,富邦金丙特,2881C,上市增資,110/10/15,110/10/19,"31,666,000","31,666,000",60,60,110/10/29,台新,"1,000","1,899,960,000","25,580",100,
754,110/10/19,大成鋼,2027,上市增資,110/10/13,110/10/15,"29,750,000","29,750,000",43,43,110/10/27,統一,"2,000","1,279,250,000","40,811",36.44,
755,110/10/19,萬泰科,6190,上櫃增資,110/10/13,110/10/15,"782,000","782,000",20.8,20.8,110/10/27,元富,"1,000","16,265,600","38,540",2.02,
756,110/10/19,宜新實業,4440,初上市,110/10/13,110/10/15,"1,859,000","1,859,000",38,38,110/10/25,福邦,"1,000","70,642,000","159,783",1.16,
757,110/10/19,全訊,5222,初上市,110/10/13,110/10/15,"1,406,000","1,406,000",104.49,104.49,110/10/25,台新,"1,000","146,912,940","171,603",0.81,
758,110/10/19,美律,2439,上市增資,110/10/13,110/10/15,"510,000","510,000",72,72,110/10/27,富邦,"1,000","36,720,000","67,483",0.75,
759,110/10/15,易飛網,2734,上櫃增資,110/10/08,110/10/13,"595,000","595,000",15,15,110/10/25,凱基,"1,000","8,925,000","143,429",0.41,
760,110/10/13,志豐,3206,上櫃增資,110/10/06,110/10/08,"425,000","425,000",21.5,21.5,110/10/21,玉山,"1,000","9,137,500","114,817",0.37,
761,110/10/12,綠河-KY,8444,第一上櫃公司現金增資,110/10/05,110/10/07,"425,000","425,000",78,78,110/10/20,統一,"1,000","33,150,000","20,943",2.02,
762,110/10/12,亞德客-KY,1590,第一上市公司現金增資,110/10/05,110/10/07,"933,000","933,000",718,718,110/10/20,台新,"1,000","669,894,000","24,906",3.74,
763,110/10/08,力致,3483,上櫃增資,110/10/04,110/10/06,"272,000","272,000",54,54,110/10/19,永豐金,"1,000","14,688,000","133,505",0.2,
764,110/10/07,合晶,6182,上櫃增資,110/10/01,110/10/05,"2,550,000","2,550,000",52,52,110/10/18,富邦,"1,000","132,600,000","133,194",1.91,
765,110/10/01,太極,4934,上市增資,110/09/27,110/09/29,"2,165,000","2,165,000",29.1,29.1,110/10/12,富邦,"1,000","63,001,500","185,117",1.16,
766,110/09/30,凱崴,5498,上櫃增資,110/09/24,110/09/28,"1,173,000","1,173,000",14.6,14.6,110/10/08,宏遠,"1,000","17,125,800","30,982",3.78,
767,110/09/30,振宇五金,2947,初上櫃,110/09/24,110/09/28,"480,000","480,000",80,80,110/10/06,元大,"1,000","38,400,000","211,029",0.22,
768,110/09/30,基士德-KY,6641,第一上市公司現金增資,110/09/24,110/09/28,"255,000","255,000",50,50,110/10/08,永豐金,"1,000","12,750,000","81,630",0.31,
769,110/09/27,今國光,6209,上市增資,110/09/17,110/09/23,"935,000","935,000",24,24,110/10/05,國票,"1,000","22,440,000","65,042",1.43,
770,110/09/27,韋僑,6417,上櫃增資,110/09/17,110/09/23,"600,000","600,000",60,60,110/10/05,元大,"1,000","36,000,000","24,239",2.47,
771,110/09/24,泰福-KY,6541,第一上市公司現金增資,110/09/16,110/09/22,"3,600,000","3,600,000",42,42,110/10/04,元大,"1,000","151,200,000","19,611",18.35,
772,110/09/23,精確,3162,上櫃增資,110/09/15,110/09/17,"2,805,000","2,805,000",40,40,110/10/01,中國信託,"1,000","112,200,000","122,490",2.28,
773,110/09/23,華景電,6788,初上櫃,110/09/15,110/09/17,"584,000","584,000",125,125,110/09/29,富邦,"1,000","73,000,000","210,158",0.27,
774,110/09/23,永豐實,6790,初上市,110/09/15,110/09/17,"4,600,000","4,600,000",52,52,110/09/29,元大,"1,000","239,200,000","169,455",2.71,
775,110/09/22,富致,6642,上櫃增資,110/09/14,110/09/16,"510,000","510,000",62,62,110/09/30,台新,"1,000","31,620,000","164,682",0.3,
776,110/09/22,三顧,3224,上櫃增資,110/09/14,110/09/16,"850,000","850,000",39.5,39.5,110/09/30,國泰,"1,000","33,575,000","10,387",8.18,
777,110/09/17,士開,5324,上櫃增資,110/09/13,110/09/15,"8,100,000","8,100,000",9.5,9.5,110/09/29,元富,"5,000","76,950,000","6,604",24.53,
778,110/09/17,寶齡富錦,1760,上市增資,110/09/13,110/09/15,"766,000","766,000",70,70,110/09/29,凱基,"1,000","53,620,000","68,817",1.11,
779,110/09/15,海悅甲特,2348A,上市增資,110/09/09,110/09/13,"2,550,000","2,550,000",40,40,110/09/27,兆豐,"1,000","102,000,000","10,915",23.36,
780,110/09/15,泰谷,3339,上櫃增資,110/09/09,110/09/13,"645,000","645,000",15,15,110/09/27,富邦,"1,000","9,675,000","79,822",0.8,
781,110/09/14,亞通,6179,上櫃增資,110/09/08,110/09/10,"1,190,000","1,190,000",28.5,28.5,110/09/24,兆豐,"1,000","33,915,000","15,487",7.68,
782,110/09/14,嘉澤,3533,上市增資,110/09/08,110/09/10,"213,000","213,000",432,432,110/09/24,元大,"1,000","92,016,000","124,605",0.17,
783,110/09/13,台驊投控,2636,上市增資,110/09/07,110/09/09,"850,000","850,000",140,140,110/09/23,凱基,"1,000","119,000,000","77,568",1.09,
784,110/09/10,宏遠,1460,上市增資,110/09/06,110/09/08,"25,500,000","25,500,000",10,10,110/09/22,凱基,"3,000","255,000,000","67,633",12.56,
785,110/09/06,鑫聯大投控,3709,上櫃增資,110/08/31,110/09/02,"1,785,000","1,785,000",21,21,110/09/14,元大,"1,000","37,485,000","151,514",1.17,
786,110/09/03,八方雲集,2753,初上市,110/08/30,110/09/01,"1,320,000","1,320,000",155,155,110/09/09,國泰,"1,000","204,600,000","287,119",0.45,
787,110/09/01,桓鼎-KY,5543,第一上櫃公司現金增資,110/08/26,110/08/30,"128,000","128,000",58,58,110/09/09,國票,"1,000","7,424,000","20,285",0.63,
788,110/08/30,富林-KY,1341,第一上市公司現金增資,110/08/24,110/08/26,"95,000","95,000",60,60,110/09/07,中國信託,"1,000","5,700,000","61,969",0.15,
